Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target
0,4,21,-109,2
1,6,14,334.68170000007,3
0,6,-0,-109,3
0,8,-21,-109,2
0,8,7,-109,3
0,8,-14,-109,2
0,8,-14,-109,2
0,6,-7,-109,3
0,4,-21,-109,2
0,6,-21,-109,2
0,8,21,-109,2
0,6,14,-109,3
0,8,-0,-109,3
1,8,7,377.457199999904,2
0,4,-14,-109,2
0,6,-7,-109,3
0,4,14,-109,3
0,4,-14,-109,3
0,6,7,-109,2
0,8,-21,-109,3
0,4,-0,-109,3
0,4,0,-109,3
0,4,14,-109,2
0,6,-0,-109,3
0,8,14,-109,2
1,8,-14,492.67679999995,3
0,8,0,-109,3
0,8,0,-109,3
0,8,-7,-109,3
0,8,-7,-109,3
0,6,0,-109,2
0,4,7,-109,3
0,8,21,-109,2
0,8,7,-109,2
0,4,-0,-109,3
0,8,-0,-109,2
0,8,-21,-109,3
0,4,-14,-109,3
0,6,21,-109,3
0,8,7,-109,3
0,4,-21,-109,3
1,6,-14,530.75789999995,1
0,4,-7,-109,3
0,6,-7,-109,3
0,6,0,-109,2
0,4,-0,-109,3
0,4,21,-109,3
0,4,0,-109,3
0,6,0,-109,3
0,8,-7,-109,3
0,6,-7,-109,2
0,6,7,-109,3
0,6,7,-109,3
0,8,14,-109,2
0,8,0,-109,2
0,8,-0,-109,3
0,6,-14,-109,3
0,6,-7,-109,2
0,6,-21,-109,2
0,4,-21,-109,3
0,4,21,-109,3
0,6,-21,-109,2
0,6,0,-109,3
0,6,21,-109,2
0,6,-0,-109,2
0,6,-0,-109,2
0,8,14,-109,3
0,8,-14,-109,2
0,6,7,-109,3
0,4,7,-109,3
0,4,0,-109,2
0,4,-21,-109,3
0,4,0,-109,2
0,6,-14,-109,3
0,6,14,-109,2
0,8,14,-109,3
0,4,21,-109,3
0,8,-14,-109,3
0,8,7,-109,2
0,4,14,-109,3
0,8,14,-109,3
0,6,14,-109,3
0,4,7,-109,2
0,4,0,-109,2
0,6,-14,-109,2
0,4,21,-109,2
0,6,-0,-109,3
0,8,-21,-109,2
0,8,7,-109,3
0,8,-14,-109,2
0,8,-14,-109,2
0,6,-7,-109,3
0,4,-21,-109,2
0,6,-21,-109,2
0,8,21,-109,2
0,6,14,-109,3
0,8,-0,-109,3
0,4,-14,-109,2
0,6,-7,-109,3
0,4,14,-109,3
0,4,-14,-109,3
0,6,7,-109,2
0,8,-21,-109,3
0,4,-0,-109,3
0,4,0,-109,3
0,4,14,-109,2
0,6,-0,-109,3
0,8,14,-109,2
0,8,0,-109,3
0,8,0,-109,3
0,8,-7,-109,3
0,8,-7,-109,3
0,6,0,-109,2
0,4,7,-109,3
0,8,21,-109,2
0,8,7,-109,2
0,4,-0,-109,3
0,8,-0,-109,2
0,8,-21,-109,3
0,4,-14,-109,3
0,6,21,-109,3
0,8,7,-109,3
0,4,-21,-109,3
0,4,-7,-109,3
0,6,-7,-109,3
0,6,0,-109,2
0,4,-0,-109,3
0,4,21,-109,3
0,4,0,-109,3
0,6,0,-109,3
0,8,-7,-109,3
0,6,-7,-109,2
0,6,7,-109,3
0,6,7,-109,3
0,8,14,-109,2
0,8,0,-109,2
0,8,-0,-109,3
0,6,-14,-109,3
0,6,-7,-109,2
0,6,-21,-109,2
0,4,-21,-109,3
0,4,21,-109,3
0,6,-21,-109,2
0,6,0,-109,3
1,6,21,1107.33800000018,2
1,6,-0,461.510800000193,2
1,6,-0,404.289399999849,2
1,8,14,608.244899999969,3
1,8,-14,1072.68259999993,2
1,6,7,546.842200000279,3
0,4,7,-109,3
1,4,0,590.36400000006,2
1,4,-21,743.237099999911,3
1,4,0,487.932500000094,2
1,6,-14,428.273699999787,3
1,6,14,696.729600000177,2
1,8,14,896.302099999881,3
1,4,21,1764.82239999988,3
1,8,-14,571.999400000019,3
1,8,7,812.846600000208,2
1,4,14,544.366399999868,3
1,8,14,604.925200000176,3
1,6,14,591.422800000069,3
1,4,7,623.969700000012,2
1,4,0,955.83019999996,2
1,6,-14,583.958900000122,2
1,4,21,536.755200000167,2
1,6,-0,413.885399999723,3
1,8,-21,885.935100000021,2
1,8,7,417.076200000261,3
1,8,-14,527.483900000258,2
1,8,-14,411.886499999961,2
1,6,-7,700.079800000291,3
1,4,-21,731.433300000313,2
1,6,-21,419.128999999808,2
1,8,21,499.462400000008,2
1,6,14,504.34510000006,3
1,8,-0,453.792400000035,3
1,4,-14,559.916099999933,2
1,6,-7,518.41700000015,3
1,4,14,1206.69099999979,3
1,4,-14,610.626699999935,3
1,6,7,431.327399999569,2
1,8,-21,417.713199999904,3
1,4,-0,432.29550000016,3
1,4,0,440.243200000092,3
1,4,14,495.491399999915,2
1,6,-0,497.420600000092,3
1,8,14,518.663899999789,2
1,8,0,475.680699999808,3
1,8,0,415.174599999697,3
1,8,-7,462.933799999897,3
1,8,-7,406.624099999968,3
1,6,0,652.085900000126,2
1,4,7,493.510400000028,3
1,8,21,467.407999999901,2
1,8,7,907.772100000253,2
1,4,-0,467.712000000043,3
1,8,-0,1122.92770000014,2
1,8,-21,474.572099999856,3
1,4,-14,473.56799999981,3
1,6,21,387.0016,3
1,8,7,610.248400000197,3
1,4,-21,529.198999999986,3
0,4,-7,-109,3
1,6,-7,786.783199999642,3
1,6,0,565.640199999885,2
1,4,-0,585.0254000001,3
1,4,21,464.042299999997,3
1,4,0,407.735700000027,3
1,6,0,467.79619999999,3
1,8,-7,477.148500000036,3
1,6,-7,520.38320000012,2
1,6,7,508.778300000282,3
1,6,7,667.734300000044,3
1,8,14,557.362199999639,2
1,8,0,437.624899999642,2
1,8,-0,542.268200000231,3
1,6,-14,534.152099999952,3
0,6,-7,-109,2
1,6,-21,561.103799999652,2
1,4,-21,517.049700000294,3
1,4,21,932.748699999971,3
1,6,-21,547.963599999926,2
1,6,0,966.028300000213,3
1,4,7,601.25520000012,3
1,4,-7,573.948399999987,3
1,6,-7,474.969599999818,2
