Var1,Size (deg),Eccentricity (deg),Var3,Var4,Var5,Var6
0,8, 8,-109,1,605905828,1674593492.02712
1,4, 8,697.329700048082,2,605910843,1674593497.03991
1,8, -24,704.154099974781,3,605915265,1674593501.46627
0,4, 16,784.603399978019,1,605919421,1674593505.61841
1,6, 24,1100.63639998809,2,605924890,1674593511.08666
1,4, -24,1108.54179999698,1,605930031,1674593516.22405
1,8, -16,978.696000002325,1,605934765,1674593520.96924
1,8, 8,664.427700041793,3,605939968,1674593526.17179
1,8, 24,610.361900002696,3,605943921,1674593530.11336
1,4, 24,1038.71499997005,3,605948390,1674593534.58896
1,6, -24,884.072799989022,3,605953046,1674593539.23998
1,8, 0,463.153299930505,2,605957781,1674593543.97306
0,8, 0,608.31139998883,1,605961796,1674593547.99483
1,8, -16,994.091299999505,1,605966312,1674593552.50449
1,6, 24,982.592499986291,1,605971609,1674593557.80487
1,8, 16,774.446999941953,1,605976406,1674593562.60467
1,4, 24,914.434699978679,3,605980953,1674593567.15298
1,6, 0,553.475200020708,2,605986031,1674593572.23354
0,4, 16,967.891299919225,3,605990671,1674593576.86095
1,6, -8,613.197099938057,3,605995718,1674593581.91891
420.69,-1,-1,10000,-1,606032453,1674593618.64875
420.69,8, 0,5000,4,606049093,1674593635.28262
420.69,8, 0,5000,5,606056984,1674593643.18303
420.69,8, 0,5000,6,606064156,1674593650.3501
1,6, 16,708.164700012654,6,606120843,1674593707.04423
1,4, -8,667.683800038882,6,606125187,1674593711.38895
1,6, -8,567.738800015301,4,606129593,1674593715.79239
1,6, 8,565.51279994566,6,606133500,1674593719.69419
0,8, 0,434.163199909031,6,606137921,1674593724.12082
1,6, -16,642.434600097127,6,606141718,1674593727.92081
1,4, 16,664.322799941525,6,606146546,1674593732.73848
1,4, 0,563.832699958235,4,606150890,1674593737.07981
1,8, 24,940.631899921224,6,606155109,1674593741.31117
1,4, -16,730.325099950656,6,606160125,1674593746.32856
1,8, 24,929.785699987784,4,606164765,1674593750.96935
1,6, 8,610.12380005233,6,606169171,1674593755.37016
1,8, 16,804.864300004207,4,606173859,1674593760.06281
1,6, 8,659.041600007564,5,606178156,1674593764.35733
0,8, -24,914.82929995656,4,606182765,1674593768.96866
1,8, -8,810.303599977866,4,606186890,1674593773.08945
1,8, 0,551.558699979447,4,606191109,1674593777.29928
1,6, -16,605.395000017248,5,606195421,1674593781.62257
1,4, 0,665.954600026831,6,606200109,1674593786.29805
0,4, 24,1011.79119996633,4,606204750,1674593790.95287
0,4, 24,1016.69270003587,5,606209875,1674593796.07412
1,4, 8,687.155299991369,6,606214781,1674593800.98075
1,4, -24,838.52809999045,4,606219750,1674593805.94126
1,4, -16,713.956899995916,6,606226234,1674593812.43095
1,8, -16,552.4270999562,5,606230703,1674593816.8947
0,4, 24,789.755299975164,4,606234734,1674593820.93403
0,4, 24,804.409999920987,6,606239125,1674593825.31907
1,8, -16,800.381899982691,6,606243734,1674593829.93106
1,6, 16,626.706300009042,6,606248312,1674593834.50428
1,8, -24,702.369100003503,6,606253015,1674593839.20586
1,4, 24,704.306099968031,5,606257906,1674593844.09912
1,6, 16,601.953100002371,6,606262687,1674593848.88202
1,8, -24,602.27259999048,5,606267265,1674593853.45676
1,4, -24,742.085799979046,5,606271453,1674593857.65317
1,6, 0,437.738100005314,5,606276187,1674593862.38171
1,4, 8,781.853699995205,6,606280125,1674593866.31352
1,8, 8,555.946399978362,5,606285281,1674593871.47967
1,4, -8,669.589599998668,6,606289312,1674593875.50197
1,8, 0,632.695399978198,4,606293234,1674593879.43561
1,4, 16,740.037599982694,4,606297531,1674593883.73513
1,4, -16,662.71590004582,6,606301562,1674593887.75696
1,6, -24,713.429100051522,6,606305500,1674593891.69047
0,4, 24,691.614299951121,4,606310312,1674593896.50391
1,8, 0,632.897600004449,6,606314500,1674593900.69891
1,6, -8,644.339900053106,6,606319390,1674593905.59123
0,4, 16,614.667099955492,4,606323421,1674593909.61284
1,4, 24,731.481300023384,6,606327906,1674593914.10177
1,4, 16,707.017200006172,6,606332203,1674593918.40458
