Var1,Size (deg),Eccentricity (deg),Var3,Var4,Var5,Var6
1,8, 24,986.750600012252,4,94643390,1674594925.09234
0,4, -8,824.114699990256,4,94648031,1674594929.73321
1,6, -16,806.596300008474,6,94652453,1674594934.15221
1,4, 8,665.312800000189,6,94657468,1674594939.16521
1,4, 24,757.6649999941,6,94662140,1674594943.84122
1,6, 24,703.572599999839,5,94667015,1674594948.71021
0,8, 16,1164.69790000375,5,94672328,1674594954.03103
1,8, 8,700.459199997946,5,94677609,1674594959.30468
0,6, 8,731.865200007102,6,94682640,1674594964.33512
1,4, 8,1102.72380000644,4,94687609,1674594969.30835
1,8, -24,832.146999990451,4,94692375,1674594974.07713
1,8, -24,796.502099994919,5,94697109,1674594978.81713
1,4, -8,979.674999991781,4,94701515,1674594983.22513
1,6, 0,688.14999999851,4,94706859,1674594988.55655
1,4, 16,991.902099991799,6,94712000,1674594993.70855
1,6, 8,797.994200006011,4,94717250,1674594998.95055
1,8, 16,625.21129999042,4,94722265,1674595003.97055
1,6, -16,612.444900002098,5,94727000,1674595008.69555
1,4, -8,600.547599995858,5,94731718,1674595013.42655
0,8, 8,806.068500005873,6,94736109,1674595017.80607
0,8, 8,599.757699991111,4,94740500,1674595022.20307
0,4, 16,704.81560000591,4,94744734,1674595026.44107
1,8, 16,648.111099999747,6,94749546,1674595031.25107
1,4, 16,598.284899996012,5,94754312,1674595036.02207
1,6, 0,944.675599992857,4,94759343,1674595041.04107
1,8, 8,828.98180000158,6,94764906,1674595046.61398
1,6, -24,824.704800001578,6,94769468,1674595051.16779
