Var1,Size (deg),Eccentricity (deg),Var3,Var4,Var5,Var6
1,6, -24,570.660399997374,2,96562250,1674596843.95623
1,6, 8,811.474700003979,1,96567046,1674596848.74237
1,8, 0,653.578499998199,1,96571562,1674596853.26902
1,6, -8,570.565700003877,2,96575937,1674596857.63902
1,6, -16,804.426099999924,3,96580828,1674596862.53213
1,8, 0,545.109800001606,3,96585234,1674596866.94313
0,6, -24,722.580700003542,3,96590406,1674596872.10346
0,6, 16,815.00520000956,1,96595234,1674596876.9305
1,6, 0,309.170700009796,2,96600343,1674596882.04446
0,8, 8,717.419199991506,1,96604562,1674596886.26646
0,6, 16,722.249700000626,1,96609484,1674596891.18271
1,4, 8,722.7992999946,3,96614421,1674596896.11672
1,8, 0,660.110900000669,3,96618765,1674596900.46023
1,8, -8,540.140999987139,2,96623421,1674596905.13023
420.69,-1,-1,10000,-1,96665281,1674596946.97686
420.69,8, 0,5000,4,96684265,1674596965.96289
420.69,8, 0,5000,5,96693328,1674596975.02593
420.69,8, 0,5000,6,96701093,1674596982.79813
0,6, 24,729.963200003491,4,96765000,1674597046.69672
0,4, 16,1195.00689999806,4,96770234,1674597051.93577
1,6, -24,664.870799996075,5,96775718,1674597057.42571
1,6, 8,684.662900003255,5,96780703,1674597062.40671
1,4, -16,1011.77870000212,6,96785812,1674597067.51871
0,8, 16,-109,6,96790484,1674597072.18718
0,6, 16,1186.12879998947,4,96796125,1674597077.83218
1,6, 0,570.996800012304,5,96801031,1674597082.72618
1,6, 16,753.803099997109,5,96805328,1674597087.02318
0,8, 24,604.49320000445,4,96810593,1674597092.29999
1,4, -8,499.540299988817,5,96815562,1674597097.27
1,4, 8,758.990500002634,5,96820484,1674597102.19211
0,6, 24,-109,5,96825375,1674597107.07411
0,4, 0,649.201800010283,4,96830218,1674597111.92711
0,4, 24,675.541799992439,4,96835046,1674597116.74212
0,8, -8,765.068500008434,6,96839687,1674597121.38511
1,8, -24,799.110600008513,6,96844671,1674597126.36911
1,8, 16,643.995800008648,6,96849078,1674597130.78711
1,8, 24,1054.63900000579,6,96853343,1674597135.05011
1,4, 24,852.323699986679,4,96858281,1674597139.98711
0,8, 24,866.144299998647,6,96863578,1674597145.27692
0,6, 16,735.785699999193,4,96868765,1674597150.46365
0,8, -24,1164.68790000037,4,96873109,1674597154.81665
1,6, -8,548.617999997456,5,96877890,1674597159.59465
0,8, -24,613.963899999741,4,96882578,1674597164.28086
0,6, -16,734.510000006063,4,96886765,1674597168.47214
1,4, 0,783.470100006904,4,96891031,1674597172.72712
1,8, -8,611.901500011678,6,96896328,1674597178.03412
1,6, 24,1127.91720000352,6,96901359,1674597183.06912
1,8, -24,664.090800008504,5,96906390,1674597188.09212
1,6, 0,925.334800002398,4,96910671,1674597192.36912
0,4, 16,843.37040000211,6,96915312,1674597197.01616
0,6, -8,543.75739999197,6,96919984,1674597201.68412
1,6, -24,880.768300001742,6,96924156,1674597205.85112
1,4, -8,674.758600009605,5,96929390,1674597211.09812
1,8, 24,1073.96120000014,6,96934500,1674597216.20312
1,6, -8,652.996100001852,5,96940062,1674597221.76812
0,4, 16,-109,5,96944750,1674597226.45312
1,8, -16,833.731999995885,6,96950109,1674597231.81812
1,4, 8,810.392399999197,5,96955593,1674597237.29912
0,6, 24,775.125700002187,4,96960343,1674597242.04512
1,4, 0,771.952499996056,6,96965140,1674597246.83812
1,8, -24,538.695799998473,5,96970000,1674597251.70456
1,6, 8,650.602200007066,6,96974281,1674597255.98371
1,4, 0,666.670799994259,4,96979468,1674597261.16953
1,6, -16,647.252799998038,4,96984718,1674597266.42017
1,6, 24,689.868799989577,5,96989000,1674597270.69717
0,4, -24,779.920699988375,6,96994234,1674597275.93417
1,8, 16,654.596500008134,5,96998640,1674597280.33917
1,6, -8,702.210800005938,5,97002921,1674597284.62838
1,6, 16,913.95490000688,6,97007859,1674597289.56035
0,8, 8,640.891100000241,6,97012593,1674597294.29726
1,4, -24,473.132900002762,4,97017656,1674597299.35284
1,4, 16,809.860400008271,4,97022375,1674597304.07844
1,6, 24,689.975699988659,6,97027546,1674597309.24144
1,8, 16,784.816400013748,6,97032687,1674597314.39354
1,6, 16,869.092499994091,6,97037218,1674597318.92454
1,8, 8,582.576199998963,6,97041718,1674597323.42655
1,4, -24,944.236199993989,6,97045937,1674597327.64154
1,6, 16,798.801800000016,5,97051531,1674597333.22654
